"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"02/01/2022 13:00:00 - 02/01/2022 14:00:00","BZN|FR","Without sequence","46.96","",""
"02/01/2022 14:00:00 - 02/01/2022 15:00:00","BZN|FR","Without sequence","40.01","",""
"02/01/2022 15:00:00 - 02/01/2022 16:00:00","BZN|FR","Without sequence","39.3","",""
"02/01/2022 16:00:00 - 02/01/2022 17:00:00","BZN|FR","Without sequence","40.79","",""
"02/01/2022 17:00:00 - 02/01/2022 18:00:00","BZN|FR","Without sequence","47.91","",""
"02/01/2022 18:00:00 - 02/01/2022 19:00:00","BZN|FR","Without sequence","65.09","",""
"02/01/2022 19:00:00 - 02/01/2022 20:00:00","BZN|FR","Without sequence","67.85","",""
"02/01/2022 20:00:00 - 02/01/2022 21:00:00","BZN|FR","Without sequence","62.22","",""
"02/01/2022 21:00:00 - 02/01/2022 22:00:00","BZN|FR","Without sequence","46.16","",""
"02/01/2022 22:00:00 - 02/01/2022 23:00:00","BZN|FR","Without sequence","46.29","",""
"02/01/2022 23:00:00 - 03/01/2022 00:00:00","BZN|FR","Without sequence","32.93","",""
"03/01/2022 00:00:00 - 03/01/2022 01:00:00","BZN|FR","Without sequence","2.71","",""
"03/01/2022 01:00:00 - 03/01/2022 02:00:00","BZN|FR","Without sequence","1.71","",""
"03/01/2022 02:00:00 - 03/01/2022 03:00:00","BZN|FR","Without sequence","1.24","",""
"03/01/2022 03:00:00 - 03/01/2022 04:00:00","BZN|FR","Without sequence","0.06","",""
"03/01/2022 04:00:00 - 03/01/2022 05:00:00","BZN|FR","Without sequence","0.09","",""
"03/01/2022 05:00:00 - 03/01/2022 06:00:00","BZN|FR","Without sequence","1.44","",""
"03/01/2022 06:00:00 - 03/01/2022 07:00:00","BZN|FR","Without sequence","41.11","",""
"03/01/2022 07:00:00 - 03/01/2022 08:00:00","BZN|FR","Without sequence","90.54","",""
"03/01/2022 08:00:00 - 03/01/2022 09:00:00","BZN|FR","Without sequence","161.79","",""
"03/01/2022 09:00:00 - 03/01/2022 10:00:00","BZN|FR","Without sequence","180.36","",""
"03/01/2022 10:00:00 - 03/01/2022 11:00:00","BZN|FR","Without sequence","125.03","",""
"03/01/2022 11:00:00 - 03/01/2022 12:00:00","BZN|FR","Without sequence","100.74","",""
"03/01/2022 12:00:00 - 03/01/2022 13:00:00","BZN|FR","Without sequence","96.39","",""
"03/01/2022 13:00:00 - 03/01/2022 14:00:00","BZN|FR","Without sequence","95.22","",""
"03/01/2022 14:00:00 - 03/01/2022 15:00:00","BZN|FR","Without sequence","102.67","",""
"03/01/2022 15:00:00 - 03/01/2022 16:00:00","BZN|FR","Without sequence","112.87","",""
"03/01/2022 16:00:00 - 03/01/2022 17:00:00","BZN|FR","Without sequence","126.8","",""
"03/01/2022 17:00:00 - 03/01/2022 18:00:00","BZN|FR","Without sequence","148.49","",""
"03/01/2022 18:00:00 - 03/01/2022 19:00:00","BZN|FR","Without sequence","175.06","",""
"03/01/2022 19:00:00 - 03/01/2022 20:00:00","BZN|FR","Without sequence","180.0","",""
"03/01/2022 20:00:00 - 03/01/2022 21:00:00","BZN|FR","Without sequence","146.43","",""
"03/01/2022 21:00:00 - 03/01/2022 22:00:00","BZN|FR","Without sequence","105.71","",""
"03/01/2022 22:00:00 - 03/01/2022 23:00:00","BZN|FR","Without sequence","114.11","",""
"03/01/2022 23:00:00 - 04/01/2022 00:00:00","BZN|FR","Without sequence","100.36","",""
"04/01/2022 00:00:00 - 04/01/2022 01:00:00","BZN|FR","Without sequence","125.47","",""
"04/01/2022 01:00:00 - 04/01/2022 02:00:00","BZN|FR","Without sequence","115.55","",""
"04/01/2022 02:00:00 - 04/01/2022 03:00:00","BZN|FR","Without sequence","113.29","",""
"04/01/2022 03:00:00 - 04/01/2022 04:00:00","BZN|FR","Without sequence","105.81","",""
"04/01/2022 04:00:00 - 04/01/2022 05:00:00","BZN|FR","Without sequence","105.0","",""
"04/01/2022 05:00:00 - 04/01/2022 06:00:00","BZN|FR","Without sequence","115.11","",""
"04/01/2022 06:00:00 - 04/01/2022 07:00:00","BZN|FR","Without sequence","156.91","",""
"04/01/2022 07:00:00 - 04/01/2022 08:00:00","BZN|FR","Without sequence","182.64","",""
"04/01/2022 08:00:00 - 04/01/2022 09:00:00","BZN|FR","Without sequence","178.91","",""
"04/01/2022 09:00:00 - 04/01/2022 10:00:00","BZN|FR","Without sequence","190.0","",""
"04/01/2022 10:00:00 - 04/01/2022 11:00:00","BZN|FR","Without sequence","189.88","",""
"04/01/2022 11:00:00 - 04/01/2022 12:00:00","BZN|FR","Without sequence","182.42","",""
"04/01/2022 12:00:00 - 04/01/2022 13:00:00","BZN|FR","Without sequence","182.46","",""
"04/01/2022 13:00:00 - 04/01/2022 14:00:00","BZN|FR","Without sequence","179.59","",""
"04/01/2022 14:00:00 - 04/01/2022 15:00:00","BZN|FR","Without sequence","179.0","",""
"04/01/2022 15:00:00 - 04/01/2022 16:00:00","BZN|FR","Without sequence","180.93","",""
"04/01/2022 16:00:00 - 04/01/2022 17:00:00","BZN|FR","Without sequence","166.69","",""
"04/01/2022 17:00:00 - 04/01/2022 18:00:00","BZN|FR","Without sequence","189.88","",""
"04/01/2022 18:00:00 - 04/01/2022 19:00:00","BZN|FR","Without sequence","184.94","",""
"04/01/2022 19:00:00 - 04/01/2022 20:00:00","BZN|FR","Without sequence","178.99","",""
"04/01/2022 20:00:00 - 04/01/2022 21:00:00","BZN|FR","Without sequence","156.12","",""
"04/01/2022 21:00:00 - 04/01/2022 22:00:00","BZN|FR","Without sequence","148.65","",""
"04/01/2022 22:00:00 - 04/01/2022 23:00:00","BZN|FR","Without sequence","137.92","",""
"04/01/2022 23:00:00 - 05/01/2022 00:00:00","BZN|FR","Without sequence","105.0","",""
"05/01/2022 00:00:00 - 05/01/2022 01:00:00","BZN|FR","Without sequence","120.11","",""
"05/01/2022 01:00:00 - 05/01/2022 02:00:00","BZN|FR","Without sequence","105.1","",""
"05/01/2022 02:00:00 - 05/01/2022 03:00:00","BZN|FR","Without sequence","84.5","",""
"05/01/2022 03:00:00 - 05/01/2022 04:00:00","BZN|FR","Without sequence","75.38","",""
"05/01/2022 04:00:00 - 05/01/2022 05:00:00","BZN|FR","Without sequence","79.11","",""
"05/01/2022 05:00:00 - 05/01/2022 06:00:00","BZN|FR","Without sequence","94.79","",""
"05/01/2022 06:00:00 - 05/01/2022 07:00:00","BZN|FR","Without sequence","169.04","",""
"05/01/2022 07:00:00 - 05/01/2022 08:00:00","BZN|FR","Without sequence","215.98","",""
"05/01/2022 08:00:00 - 05/01/2022 09:00:00","BZN|FR","Without sequence","211.13","",""
"05/01/2022 09:00:00 - 05/01/2022 10:00:00","BZN|FR","Without sequence","226.52","",""
"05/01/2022 10:00:00 - 05/01/2022 11:00:00","BZN|FR","Without sequence","224.45","",""
"05/01/2022 11:00:00 - 05/01/2022 12:00:00","BZN|FR","Without sequence","202.8","",""
"05/01/2022 12:00:00 - 05/01/2022 13:00:00","BZN|FR","Without sequence","205.0","",""
"05/01/2022 13:00:00 - 05/01/2022 14:00:00","BZN|FR","Without sequence","197.34","",""
"05/01/2022 14:00:00 - 05/01/2022 15:00:00","BZN|FR","Without sequence","195.6","",""
"05/01/2022 15:00:00 - 05/01/2022 16:00:00","BZN|FR","Without sequence","200.0","",""
"05/01/2022 16:00:00 - 05/01/2022 17:00:00","BZN|FR","Without sequence","206.07","",""
"05/01/2022 17:00:00 - 05/01/2022 18:00:00","BZN|FR","Without sequence","242.1","",""
"05/01/2022 18:00:00 - 05/01/2022 19:00:00","BZN|FR","Without sequence","265.0","",""
"05/01/2022 19:00:00 - 05/01/2022 20:00:00","BZN|FR","Without sequence","265.0","",""
"05/01/2022 20:00:00 - 05/01/2022 21:00:00","BZN|FR","Without sequence","241.93","",""
"05/01/2022 21:00:00 - 05/01/2022 22:00:00","BZN|FR","Without sequence","218.95","",""
"05/01/2022 22:00:00 - 05/01/2022 23:00:00","BZN|FR","Without sequence","207.46","",""
"05/01/2022 23:00:00 - 06/01/2022 00:00:00","BZN|FR","Without sequence","200.0","",""
"06/01/2022 00:00:00 - 06/01/2022 01:00:00","BZN|FR","Without sequence","207.15","",""
"06/01/2022 01:00:00 - 06/01/2022 02:00:00","BZN|FR","Without sequence","204.22","",""
"06/01/2022 02:00:00 - 06/01/2022 03:00:00","BZN|FR","Without sequence","191.82","",""
"06/01/2022 03:00:00 - 06/01/2022 04:00:00","BZN|FR","Without sequence","180.7","",""
"06/01/2022 04:00:00 - 06/01/2022 05:00:00","BZN|FR","Without sequence","170.1","",""
"06/01/2022 05:00:00 - 06/01/2022 06:00:00","BZN|FR","Without sequence","194.38","",""
"06/01/2022 06:00:00 - 06/01/2022 07:00:00","BZN|FR","Without sequence","204.22","",""
"06/01/2022 07:00:00 - 06/01/2022 08:00:00","BZN|FR","Without sequence","228.25","",""
"06/01/2022 08:00:00 - 06/01/2022 09:00:00","BZN|FR","Without sequence","240.98","",""
"06/01/2022 09:00:00 - 06/01/2022 10:00:00","BZN|FR","Without sequence","257.44","",""
"06/01/2022 10:00:00 - 06/01/2022 11:00:00","BZN|FR","Without sequence","245.24","",""
"06/01/2022 11:00:00 - 06/01/2022 12:00:00","BZN|FR","Without sequence","231.9","",""
"06/01/2022 12:00:00 - 06/01/2022 13:00:00","BZN|FR","Without sequence","226.0","",""
"06/01/2022 13:00:00 - 06/01/2022 14:00:00","BZN|FR","Without sequence","209.2","",""
"06/01/2022 14:00:00 - 06/01/2022 15:00:00","BZN|FR","Without sequence","216.06","",""
"06/01/2022 15:00:00 - 06/01/2022 16:00:00","BZN|FR","Without sequence","230.77","",""
"06/01/2022 16:00:00 - 06/01/2022 17:00:00","BZN|FR","Without sequence","245.95","",""
"06/01/2022 17:00:00 - 06/01/2022 18:00:00","BZN|FR","Without sequence","274.11","",""
"06/01/2022 18:00:00 - 06/01/2022 19:00:00","BZN|FR","Without sequence","273.44","",""
"06/01/2022 19:00:00 - 06/01/2022 20:00:00","BZN|FR","Without sequence","278.36","",""
"06/01/2022 20:00:00 - 06/01/2022 21:00:00","BZN|FR","Without sequence","251.71","",""
"06/01/2022 21:00:00 - 06/01/2022 22:00:00","BZN|FR","Without sequence","229.96","",""
"06/01/2022 22:00:00 - 06/01/2022 23:00:00","BZN|FR","Without sequence","216.44","",""
"06/01/2022 23:00:00 - 07/01/2022 00:00:00","BZN|FR","Without sequence","210.0","",""
"07/01/2022 00:00:00 - 07/01/2022 01:00:00","BZN|FR","Without sequence","213.47","",""
"07/01/2022 01:00:00 - 07/01/2022 02:00:00","BZN|FR","Without sequence","189.0","",""
"07/01/2022 02:00:00 - 07/01/2022 03:00:00","BZN|FR","Without sequence","180.0","",""
"07/01/2022 03:00:00 - 07/01/2022 04:00:00","BZN|FR","Without sequence","164.9","",""
"07/01/2022 04:00:00 - 07/01/2022 05:00:00","BZN|FR","Without sequence","162.8","",""
"07/01/2022 05:00:00 - 07/01/2022 06:00:00","BZN|FR","Without sequence","165.0","",""
"07/01/2022 06:00:00 - 07/01/2022 07:00:00","BZN|FR","Without sequence","165.2","",""
"07/01/2022 07:00:00 - 07/01/2022 08:00:00","BZN|FR","Without sequence","215.89","",""
"07/01/2022 08:00:00 - 07/01/2022 09:00:00","BZN|FR","Without sequence","254.19","",""
"07/01/2022 09:00:00 - 07/01/2022 10:00:00","BZN|FR","Without sequence","257.24","",""
"07/01/2022 10:00:00 - 07/01/2022 11:00:00","BZN|FR","Without sequence","254.18","",""
"07/01/2022 11:00:00 - 07/01/2022 12:00:00","BZN|FR","Without sequence","241.22","",""
"07/01/2022 12:00:00 - 07/01/2022 13:00:00","BZN|FR","Without sequence","240.2","",""
"07/01/2022 13:00:00 - 07/01/2022 14:00:00","BZN|FR","Without sequence","212.69","",""
"07/01/2022 14:00:00 - 07/01/2022 15:00:00","BZN|FR","Without sequence","207.05","",""
"07/01/2022 15:00:00 - 07/01/2022 16:00:00","BZN|FR","Without sequence","210.11","",""
"07/01/2022 16:00:00 - 07/01/2022 17:00:00","BZN|FR","Without sequence","220.21","",""
"07/01/2022 17:00:00 - 07/01/2022 18:00:00","BZN|FR","Without sequence","243.84","",""
"07/01/2022 18:00:00 - 07/01/2022 19:00:00","BZN|FR","Without sequence","260.0","",""
"07/01/2022 19:00:00 - 07/01/2022 20:00:00","BZN|FR","Without sequence","250.0","",""
"07/01/2022 20:00:00 - 07/01/2022 21:00:00","BZN|FR","Without sequence","239.09","",""
"07/01/2022 21:00:00 - 07/01/2022 22:00:00","BZN|FR","Without sequence","213.81","",""
"07/01/2022 22:00:00 - 07/01/2022 23:00:00","BZN|FR","Without sequence","216.13","",""
"07/01/2022 23:00:00 - 08/01/2022 00:00:00","BZN|FR","Without sequence","205.74","",""
"08/01/2022 00:00:00 - 08/01/2022 01:00:00","BZN|FR","Without sequence","184.96","",""
"08/01/2022 01:00:00 - 08/01/2022 02:00:00","BZN|FR","Without sequence","162.79","",""
"08/01/2022 02:00:00 - 08/01/2022 03:00:00","BZN|FR","Without sequence","166.0","",""
"08/01/2022 03:00:00 - 08/01/2022 04:00:00","BZN|FR","Without sequence","161.63","",""
"08/01/2022 04:00:00 - 08/01/2022 05:00:00","BZN|FR","Without sequence","160.0","",""
"08/01/2022 05:00:00 - 08/01/2022 06:00:00","BZN|FR","Without sequence","154.3","",""
"08/01/2022 06:00:00 - 08/01/2022 07:00:00","BZN|FR","Without sequence","166.0","",""
"08/01/2022 07:00:00 - 08/01/2022 08:00:00","BZN|FR","Without sequence","182.91","",""
"08/01/2022 08:00:00 - 08/01/2022 09:00:00","BZN|FR","Without sequence","215.89","",""
"08/01/2022 09:00:00 - 08/01/2022 10:00:00","BZN|FR","Without sequence","231.0","",""
"08/01/2022 10:00:00 - 08/01/2022 11:00:00","BZN|FR","Without sequence","228.95","",""
"08/01/2022 11:00:00 - 08/01/2022 12:00:00","BZN|FR","Without sequence","215.39","",""
"08/01/2022 12:00:00 - 08/01/2022 13:00:00","BZN|FR","Without sequence","206.68","",""
"08/01/2022 13:00:00 - 08/01/2022 14:00:00","BZN|FR","Without sequence","185.0","",""
"08/01/2022 14:00:00 - 08/01/2022 15:00:00","BZN|FR","Without sequence","169.52","",""
"08/01/2022 15:00:00 - 08/01/2022 16:00:00","BZN|FR","Without sequence","162.8","",""
"08/01/2022 16:00:00 - 08/01/2022 17:00:00","BZN|FR","Without sequence","161.73","",""
"08/01/2022 17:00:00 - 08/01/2022 18:00:00","BZN|FR","Without sequence","189.9","",""
"08/01/2022 18:00:00 - 08/01/2022 19:00:00","BZN|FR","Without sequence","189.16","",""
"08/01/2022 19:00:00 - 08/01/2022 20:00:00","BZN|FR","Without sequence","185.53","",""
"08/01/2022 20:00:00 - 08/01/2022 21:00:00","BZN|FR","Without sequence","159.47","",""
"08/01/2022 21:00:00 - 08/01/2022 22:00:00","BZN|FR","Without sequence","126.09","",""
"08/01/2022 22:00:00 - 08/01/2022 23:00:00","BZN|FR","Without sequence","123.73","",""
"08/01/2022 23:00:00 - 09/01/2022 00:00:00","BZN|FR","Without sequence","147.94","",""
"09/01/2022 00:00:00 - 09/01/2022 01:00:00","BZN|FR","Without sequence","109.18","",""
"09/01/2022 01:00:00 - 09/01/2022 02:00:00","BZN|FR","Without sequence","89.61","",""
"09/01/2022 02:00:00 - 09/01/2022 03:00:00","BZN|FR","Without sequence","80.24","",""
"09/01/2022 03:00:00 - 09/01/2022 04:00:00","BZN|FR","Without sequence","55.46","",""
"09/01/2022 04:00:00 - 09/01/2022 05:00:00","BZN|FR","Without sequence","45.82","",""
"09/01/2022 05:00:00 - 09/01/2022 06:00:00","BZN|FR","Without sequence","48.5","",""
"09/01/2022 06:00:00 - 09/01/2022 07:00:00","BZN|FR","Without sequence","74.29","",""
"09/01/2022 07:00:00 - 09/01/2022 08:00:00","BZN|FR","Without sequence","89.78","",""
"09/01/2022 08:00:00 - 09/01/2022 09:00:00","BZN|FR","Without sequence","104.79","",""
"09/01/2022 09:00:00 - 09/01/2022 10:00:00","BZN|FR","Without sequence","147.36","",""
"09/01/2022 10:00:00 - 09/01/2022 11:00:00","BZN|FR","Without sequence","149.48","",""
"09/01/2022 11:00:00 - 09/01/2022 12:00:00","BZN|FR","Without sequence","157.71","",""
"09/01/2022 12:00:00 - 09/01/2022 13:00:00","BZN|FR","Without sequence","167.63","",""
"09/01/2022 13:00:00 - 09/01/2022 14:00:00","BZN|FR","Without sequence","165.06","",""
"09/01/2022 14:00:00 - 09/01/2022 15:00:00","BZN|FR","Without sequence","170.09","",""
"09/01/2022 15:00:00 - 09/01/2022 16:00:00","BZN|FR","Without sequence","189.04","",""
"09/01/2022 16:00:00 - 09/01/2022 17:00:00","BZN|FR","Without sequence","190.96","",""
"09/01/2022 17:00:00 - 09/01/2022 18:00:00","BZN|FR","Without sequence","223.3","",""
"09/01/2022 18:00:00 - 09/01/2022 19:00:00","BZN|FR","Without sequence","243.94","",""
"09/01/2022 19:00:00 - 09/01/2022 20:00:00","BZN|FR","Without sequence","240.0","",""
"09/01/2022 20:00:00 - 09/01/2022 21:00:00","BZN|FR","Without sequence","230.82","",""
"09/01/2022 21:00:00 - 09/01/2022 22:00:00","BZN|FR","Without sequence","214.02","",""
"09/01/2022 22:00:00 - 09/01/2022 23:00:00","BZN|FR","Without sequence","215.88","",""
"09/01/2022 23:00:00 - 10/01/2022 00:00:00","BZN|FR","Without sequence","203.8","",""
"10/01/2022 00:00:00 - 10/01/2022 01:00:00","BZN|FR","Without sequence","196.23","",""
"10/01/2022 01:00:00 - 10/01/2022 02:00:00","BZN|FR","Without sequence","191.85","",""
"10/01/2022 02:00:00 - 10/01/2022 03:00:00","BZN|FR","Without sequence","195.91","",""
"10/01/2022 03:00:00 - 10/01/2022 04:00:00","BZN|FR","Without sequence","186.66","",""
"10/01/2022 04:00:00 - 10/01/2022 05:00:00","BZN|FR","Without sequence","178.04","",""
"10/01/2022 05:00:00 - 10/01/2022 06:00:00","BZN|FR","Without sequence","191.65","",""
"10/01/2022 06:00:00 - 10/01/2022 07:00:00","BZN|FR","Without sequence","237.44","",""
"10/01/2022 07:00:00 - 10/01/2022 08:00:00","BZN|FR","Without sequence","299.95","",""
"10/01/2022 08:00:00 - 10/01/2022 09:00:00","BZN|FR","Without sequence","313.92","",""
"10/01/2022 09:00:00 - 10/01/2022 10:00:00","BZN|FR","Without sequence","315.0","",""
"10/01/2022 10:00:00 - 10/01/2022 11:00:00","BZN|FR","Without sequence","310.41","",""
"10/01/2022 11:00:00 - 10/01/2022 12:00:00","BZN|FR","Without sequence","310.08","",""
"10/01/2022 12:00:00 - 10/01/2022 13:00:00","BZN|FR","Without sequence","300.0","",""
"10/01/2022 13:00:00 - 10/01/2022 14:00:00","BZN|FR","Without sequence","297.01","",""
"10/01/2022 14:00:00 - 10/01/2022 15:00:00","BZN|FR","Without sequence","299.96","",""
"10/01/2022 15:00:00 - 10/01/2022 16:00:00","BZN|FR","Without sequence","302.73","",""
"10/01/2022 16:00:00 - 10/01/2022 17:00:00","BZN|FR","Without sequence","297.97","",""
"10/01/2022 17:00:00 - 10/01/2022 18:00:00","BZN|FR","Without sequence","313.79","",""
"10/01/2022 18:00:00 - 10/01/2022 19:00:00","BZN|FR","Without sequence","310.82","",""
"10/01/2022 19:00:00 - 10/01/2022 20:00:00","BZN|FR","Without sequence","294.98","",""
"10/01/2022 20:00:00 - 10/01/2022 21:00:00","BZN|FR","Without sequence","267.45","",""
"10/01/2022 21:00:00 - 10/01/2022 22:00:00","BZN|FR","Without sequence","242.23","",""
"10/01/2022 22:00:00 - 10/01/2022 23:00:00","BZN|FR","Without sequence","217.03","",""
"10/01/2022 23:00:00 - 11/01/2022 00:00:00","BZN|FR","Without sequence","198.93","",""
"11/01/2022 00:00:00 - 11/01/2022 01:00:00","BZN|FR","Without sequence","210.34","",""
"11/01/2022 01:00:00 - 11/01/2022 02:00:00","BZN|FR","Without sequence","202.42","",""
"11/01/2022 02:00:00 - 11/01/2022 03:00:00","BZN|FR","Without sequence","197.6","",""
"11/01/2022 03:00:00 - 11/01/2022 04:00:00","BZN|FR","Without sequence","193.0","",""
"11/01/2022 04:00:00 - 11/01/2022 05:00:00","BZN|FR","Without sequence","194.9","",""
"11/01/2022 05:00:00 - 11/01/2022 06:00:00","BZN|FR","Without sequence","204.45","",""
"11/01/2022 06:00:00 - 11/01/2022 07:00:00","BZN|FR","Without sequence","230.92","",""
"11/01/2022 07:00:00 - 11/01/2022 08:00:00","BZN|FR","Without sequence","286.61","",""
"11/01/2022 08:00:00 - 11/01/2022 09:00:00","BZN|FR","Without sequence","300.02","",""
"11/01/2022 09:00:00 - 11/01/2022 10:00:00","BZN|FR","Without sequence","297.16","",""
"11/01/2022 10:00:00 - 11/01/2022 11:00:00","BZN|FR","Without sequence","277.02","",""
"11/01/2022 11:00:00 - 11/01/2022 12:00:00","BZN|FR","Without sequence","261.69","",""
"11/01/2022 12:00:00 - 11/01/2022 13:00:00","BZN|FR","Without sequence","249.44","",""
"11/01/2022 13:00:00 - 11/01/2022 14:00:00","BZN|FR","Without sequence","247.7","",""
"11/01/2022 14:00:00 - 11/01/2022 15:00:00","BZN|FR","Without sequence","255.01","",""
"11/01/2022 15:00:00 - 11/01/2022 16:00:00","BZN|FR","Without sequence","277.9","",""
"11/01/2022 16:00:00 - 11/01/2022 17:00:00","BZN|FR","Without sequence","289.94","",""
"11/01/2022 17:00:00 - 11/01/2022 18:00:00","BZN|FR","Without sequence","316.4","",""
"11/01/2022 18:00:00 - 11/01/2022 19:00:00","BZN|FR","Without sequence","315.9","",""
"11/01/2022 19:00:00 - 11/01/2022 20:00:00","BZN|FR","Without sequence","309.2","",""
"11/01/2022 20:00:00 - 11/01/2022 21:00:00","BZN|FR","Without sequence","285.33","",""
"11/01/2022 21:00:00 - 11/01/2022 22:00:00","BZN|FR","Without sequence","245.0","",""
"11/01/2022 22:00:00 - 11/01/2022 23:00:00","BZN|FR","Without sequence","235.22","",""
"11/01/2022 23:00:00 - 12/01/2022 00:00:00","BZN|FR","Without sequence","211.84","",""
"12/01/2022 00:00:00 - 12/01/2022 01:00:00","BZN|FR","Without sequence","196.65","",""
"12/01/2022 01:00:00 - 12/01/2022 02:00:00","BZN|FR","Without sequence","187.1","",""
"12/01/2022 02:00:00 - 12/01/2022 03:00:00","BZN|FR","Without sequence","184.27","",""
"12/01/2022 03:00:00 - 12/01/2022 04:00:00","BZN|FR","Without sequence","179.58","",""
"12/01/2022 04:00:00 - 12/01/2022 05:00:00","BZN|FR","Without sequence","178.33","",""
"12/01/2022 05:00:00 - 12/01/2022 06:00:00","BZN|FR","Without sequence","193.5","",""
"12/01/2022 06:00:00 - 12/01/2022 07:00:00","BZN|FR","Without sequence","236.76","",""
"12/01/2022 07:00:00 - 12/01/2022 08:00:00","BZN|FR","Without sequence","273.18","",""
"12/01/2022 08:00:00 - 12/01/2022 09:00:00","BZN|FR","Without sequence","300.1","",""
"12/01/2022 09:00:00 - 12/01/2022 10:00:00","BZN|FR","Without sequence","292.74","",""
"12/01/2022 10:00:00 - 12/01/2022 11:00:00","BZN|FR","Without sequence","275.5","",""
"12/01/2022 11:00:00 - 12/01/2022 12:00:00","BZN|FR","Without sequence","258.65","",""
"12/01/2022 12:00:00 - 12/01/2022 13:00:00","BZN|FR","Without sequence","245.11","",""
"12/01/2022 13:00:00 - 12/01/2022 14:00:00","BZN|FR","Without sequence","232.08","",""
"12/01/2022 14:00:00 - 12/01/2022 15:00:00","BZN|FR","Without sequence","234.77","",""
"12/01/2022 15:00:00 - 12/01/2022 16:00:00","BZN|FR","Without sequence","240.01","",""
"12/01/2022 16:00:00 - 12/01/2022 17:00:00","BZN|FR","Without sequence","255.0","",""
"12/01/2022 17:00:00 - 12/01/2022 18:00:00","BZN|FR","Without sequence","284.82","",""
